BIBLE	INDEX	BOOK	CHAPTER	VERSE	TOTAL	COMBINE	END
Holy-Bible---Slovene---Slovene-Stritarja-NT	019	PSA	102	001	28	1	end
Holy-Bible---Slovene---Slovene-Stritarja-NT	019	PSA	108	001	13	1	end
Holy-Bible---Slovene---Slovene-Stritarja-NT	019	PSA	140	001	13	1	end
Holy-Bible---Slovene---Slovene-Stritarja-NT	019	PSA	142	001	7	1	end
Holy-Bible---Slovene---Slovene-Stritarja-NT	043	JOH	001	038	51	1	end
Holy-Bible---Slovene---Slovene-Stritarja-NT	064	3JO	001	014	14	1	end
Holy-Bible---Slovene---Slovene-Stritarja-NT							end
Holy-Bible---Soli---Soli-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Soli---Soli-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Soli---Soli-Bible							end
Holy-Bible---Somali---Somali-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Somali---Somali-Bible							end
Holy-Bible---Somau-Karia---Somau-Karia-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Somau-Karia---Somau-Karia-Bible							end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	006	JOS	005	014	15	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	011	1KI	022	043	53	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	018	JOB	016	004	22	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	003	001	8	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	004	001	8	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	005	001	12	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	006	001	10	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	007	001	17	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	008	001	9	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	009	001	20	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	012	001	8	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	018	001	50	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	019	001	14	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	020	001	9	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	021	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	022	001	31	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	030	001	12	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	031	001	24	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	034	001	22	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	036	001	12	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	038	001	22	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	039	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	040	001	17	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	041	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	042	001	11	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	044	001	26	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	045	001	17	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	046	001	11	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	047	001	9	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	048	001	14	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	049	001	20	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	051	001	19	2	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	052	001	9	2	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	053	001	6	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	054	001	7	2	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	055	001	23	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	056	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	057	001	11	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	058	001	11	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	059	001	17	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	060	001	12	2	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	061	001	8	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	062	001	12	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	063	001	11	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	064	001	10	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	065	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	067	001	7	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	068	001	35	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	069	001	36	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	070	001	5	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	075	001	10	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	076	001	12	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	077	001	20	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	080	001	19	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	081	001	16	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	083	001	18	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	084	001	12	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	085	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	088	001	18	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	089	001	52	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	092	001	15	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	102	001	28	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	108	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	140	001	13	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	019	PSA	142	001	7	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	028	HOS	002	023	23	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	030	AMO	006	010	14	1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger	066	REV	012	018	1	-1	end
Holy-Bible---Spanish---Biblia-Platense-Straubinger							end
Holy-Bible---Spanish---Free-Bible							end
Holy-Bible---Spanish---Free-for-the-World							end
Holy-Bible---Spanish---Gods-Word-for-You	064	3JO	001	014	14	1	end
Holy-Bible---Spanish---Gods-Word-for-You	066	REV	012	018	1	-1	end
Holy-Bible---Spanish---Gods-Word-for-You							end
Holy-Bible---Spanish---Reina-Valera-1865							end
Holy-Bible---Spanish---Reina-Valera-1909							end
Holy-Bible---Spanish---Reina-Valera-NT-1858	064	3JO	001	014	14	1	end
Holy-Bible---Spanish---Sagradas-Escrituras-1569							end
Holy-Bible---Spanish---Sencillo-Bible							end
Holy-Bible---Spanish---Spanish-New-Open-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Spanish---Spanish-New-Open-Bible							end
Holy-Bible---Swahili---Contemporary	064	3JO	001	014	14	1	end
Holy-Bible---Swahili---Contemporary							end
Holy-Bible---Swahili---New-Swahili-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Swahili---New-Swahili-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Swahili---New-Swahili-Bible							end
Holy-Bible---Swahili---Swahili-Bible							end
Holy-Bible---Swahili---Swahili-Open-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Swahili---Swahili-Open-Bible							end
Holy-Bible---Swedish---Swedish-Bible	009	1SA	003	021	21	1	end
Holy-Bible---Swedish---Swedish-Bible	009	1SA	020	042	42	1	end
Holy-Bible---Swedish---Swedish-Bible	011	1KI	022	043	53	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	003	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	004	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	005	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	006	001	10	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	007	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	008	001	9	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	009	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	012	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	018	001	50	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	019	001	14	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	020	001	9	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	021	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	022	001	31	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	030	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	031	001	24	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	034	001	22	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	036	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	038	001	22	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	039	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	040	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	041	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	042	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	044	001	26	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	045	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	046	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	047	001	9	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	048	001	14	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	049	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	051	001	19	2	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	052	001	9	2	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	053	001	6	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	054	001	7	2	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	055	001	23	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	056	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	057	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	058	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	059	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	060	001	12	2	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	061	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	062	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	063	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	064	001	10	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	065	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	067	001	7	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	068	001	35	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	069	001	36	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	070	001	5	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	075	001	10	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	076	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	077	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	080	001	19	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	081	001	16	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	083	001	18	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	084	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	085	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	088	001	18	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	089	001	52	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	092	001	15	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	102	001	28	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	108	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	140	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible	019	PSA	142	001	7	1	end
Holy-Bible---Swedish---Swedish-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Swedish---Swedish-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Swedish---Swedish-Bible							end
Holy-Bible---Swedish---Swedish-Bible-1703	019	PSA	031	001	24	1	end
Holy-Bible---Swedish---Swedish-Bible-1703							end
Holy-Bible---Swedish---Swedish-Bible-1873	011	1KI	022	043	53	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	003	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	004	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	005	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	006	001	10	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	007	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	008	001	9	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	009	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	012	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	013	001	6	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	018	001	50	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	019	001	14	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	020	001	9	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	021	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	022	001	31	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	030	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	031	001	24	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	034	001	22	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	036	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	038	001	22	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	039	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	040	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	041	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	042	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	044	001	26	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	045	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	046	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	047	001	9	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	048	001	14	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	049	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	051	001	19	2	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	052	001	9	2	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	053	001	6	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	054	001	7	2	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	055	001	23	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	056	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	057	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	058	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	059	001	17	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	060	001	12	2	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	061	001	8	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	062	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	063	001	11	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	064	001	10	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	065	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	067	001	7	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	068	001	35	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	069	001	36	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	070	001	5	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	075	001	10	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	076	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	077	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	080	001	19	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	081	001	16	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	083	001	18	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	084	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	085	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	088	001	18	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	089	001	52	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	092	001	15	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	102	001	28	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	108	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	140	001	13	1	end
Holy-Bible---Swedish---Swedish-Bible-1873	019	PSA	142	001	7	1	end
Holy-Bible---Swedish---Swedish-Bible-1873							end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	006	001	10	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	009	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	030	001	12	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	031	001	24	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	049	001	20	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	055	001	23	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	088	001	18	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	019	PSA	089	001	52	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	064	3JO	001	014	14	1	end
Holy-Bible---Swedish---Swedish-Bible-1917	066	REV	012	018	1	-1	end
Holy-Bible---Swedish---Swedish-Bible-1917							end
Holy-Bible---Taabwa---Kitaabua-Bible							end
Holy-Bible---Tagakaulo---Tagakaulo-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Tagakaulo---Tagakaulo-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Tagakaulo---Tagakaulo-Bible							end
Holy-Bible---Tagalog---Tagalog-Bible-1905							end
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked	064	3JO	001	014	14	1	end
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked	066	REV	012	018	1	-1	end
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked							end
Holy-Bible---Tagin---Tagin-First-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Tagin---Tagin-First-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Tagin---Tagin-First-Bible							end
Holy-Bible---Tamil---Open-Contemporary	064	3JO	001	014	14	1	end
Holy-Bible---Tamil---Open-Contemporary							end
Holy-Bible---Tamil---Tamil-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Tamil---Tamil-Bible							end
Holy-Bible---Tarok---Tarok-Nigeria-Bible							end
Holy-Bible---Tavoyan---Tavoyan-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Tavoyan---Tavoyan-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Tavoyan---Tavoyan-Bible							end
Holy-Bible---Teke-Tyee---Teke-Tyee-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Teke-Tyee---Teke-Tyee-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Teke-Tyee---Teke-Tyee-Bible							end
Holy-Bible---Telugu---Telugu-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Telugu---Telugu-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Telugu---Telugu-Open-Contemporary	064	3JO	001	014	14	1	end
Holy-Bible---Telugu---Telugu-Open-Contemporary							end
Holy-Bible---Tharu-Rana---Rana-Tharu-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Tharu-Rana---Rana-Tharu-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Tharu-Rana---Rana-Tharu-Bible							end
Holy-Bible---Thur---Leb-Thur-Bible							end
Holy-Bible---Tichurong---Tichurong-Bible							end
Holy-Bible---Tongan---Revised-West-Version							end
Holy-Bible---Tsakhur---Tsakhur-Bible	009	1SA	020	042	42	1	end
Holy-Bible---Tsakhur---Tsakhur-Bible							end
Holy-Bible---Tsikimba---Tsikimba-Bible							end
Holy-Bible---Tsishingini---Tsishingini-Bible							end
Holy-Bible---Turkish---Open-Basic-Turkish	064	3JO	001	014	14	1	end
Holy-Bible---Turkish---Open-Basic-Turkish	066	REV	012	018	1	-1	end
Holy-Bible---Turkish---Open-Basic-Turkish							end
Holy-Bible---Turkish---Turkish-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Turkish---Turkish-Bible							end
Holy-Bible---Twi---Akuapem-Twi-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Twi---Akuapem-Twi-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Twi---Akuapem-Twi-Bible							end
Holy-Bible---Twi---Asante-Twi-WASNA	064	3JO	001	014	14	1	end
Holy-Bible---Twi---Asante-Twi-WASNA	066	REV	012	018	1	-1	end
Holy-Bible---Twi---Asante-Twi-WASNA							end
Holy-Bible---Ukrainian---New-Translation	019	PSA	003	001	8	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	004	001	8	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	005	001	12	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	006	001	10	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	007	001	17	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	008	001	9	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	009	001	20	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	012	001	8	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	013	001	6	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	018	001	50	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	019	001	14	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	020	001	9	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	021	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	022	001	31	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	030	001	12	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	031	001	24	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	034	001	22	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	036	001	12	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	038	001	22	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	039	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	040	001	17	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	041	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	042	001	11	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	044	001	26	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	045	001	17	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	046	001	11	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	047	001	9	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	048	001	14	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	049	001	20	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	051	001	19	2	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	052	001	9	2	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	053	001	6	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	054	001	7	2	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	055	001	23	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	056	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	057	001	11	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	058	001	11	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	059	001	17	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	060	001	12	2	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	061	001	8	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	062	001	12	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	063	001	11	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	064	001	10	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	065	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	067	001	7	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	068	001	35	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	069	001	36	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	070	001	5	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	075	001	10	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	076	001	12	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	077	001	20	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	080	001	19	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	081	001	16	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	083	001	18	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	084	001	12	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	085	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	088	001	18	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	089	001	52	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	092	001	15	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	102	001	28	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	108	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	019	PSA	140	001	13	1	end
Holy-Bible---Ukrainian---New-Translation	064	3JO	001	014	14	1	end
Holy-Bible---Ukrainian---New-Translation	066	REV	012	018	1	-1	end
Holy-Bible---Ukrainian---New-Translation							end
