BIBLE	MAP
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	SOL5-6
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	DAN100
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	HAG1-2
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	MAR8-9
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	JOB39-40-41-42
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	NUM12-13
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	PRO2
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	PRO5
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	PSA150
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	GEN49
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	EXO40
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	JOS21
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	SOL1
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	SOL5-6
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	DAN100
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	HAG1-2
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	MAR8-9
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	JOB39-40-41-42
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	NUM12-13
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	PRO2
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	PRO5
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	PSA150
Holy-Bible---Latin---Vulgata-Sistina	GEN49
Holy-Bible---Latin---Vulgata-Sistina	EXO40
Holy-Bible---Latin---Vulgata-Sistina	JOS21
Holy-Bible---Latin---Vulgata-Sistina	SOL1
Holy-Bible---Latin---Vulgata-Sistina	SOL5-6
Holy-Bible---Latin---Vulgata-Sistina	DAN100
Holy-Bible---Latin---Vulgata-Sistina	HAG1-2
Holy-Bible---Latin---Vulgata-Sistina	MAR8-9
Holy-Bible---Latin---Vulgata-Sistina	JOB39-40-41-42
Holy-Bible---Latin---Vulgata-Sistina	NUM12-13
Holy-Bible---Latin---Vulgata-Sistina	PRO2
Holy-Bible---Latin---Vulgata-Sistina	PRO5
Holy-Bible---Latin---Vulgata-Sistina	PSA150
Holy-Bible---Latin---Vulgate-Jerome	GEN49
Holy-Bible---Latin---Vulgate-Jerome	EXO40
Holy-Bible---Latin---Vulgate-Jerome	NUM12-13
Holy-Bible---Latin---Vulgate-Jerome	NUM29-30
Holy-Bible---Latin---Vulgate-Jerome	JOS21
Holy-Bible---Latin---Vulgate-Jerome	1SA23-24
Holy-Bible---Latin---Vulgate-Jerome	JOB39-40-41-42
Holy-Bible---Latin---Vulgate-Jerome	PSA150
Holy-Bible---Latin---Vulgate-Jerome	ECC4-5
Holy-Bible---Latin---Vulgate-Jerome	ECC6-7
Holy-Bible---Latin---Vulgate-Jerome	SOL1
Holy-Bible---Latin---Vulgate-Jerome	SOL5-6
Holy-Bible---Latin---Vulgate-Jerome	DAN100
Holy-Bible---Latin---Vulgate-Jerome	HOS13-14
Holy-Bible---Latin---Vulgate-Jerome	JON1-2
Holy-Bible---Latin---Vulgate-Jerome	HAG1-2
Holy-Bible---Latin---Vulgate-Jerome	MAR8-9
Holy-Bible---Latvian---Latvian-Gluck-Bible	NONE
Holy-Bible---Lingala---Lingala-Bible	GEN31-32
Holy-Bible---Lingala---Lingala-Bible	EXO7-8
Holy-Bible---Lingala---Lingala-Bible	EXO21-22
Holy-Bible---Lingala---Lingala-Bible	LEV5-6
Holy-Bible---Lingala---Lingala-Bible	NUM16-17
Holy-Bible---Lingala---Lingala-Bible	NUM29-30
Holy-Bible---Lingala---Lingala-Bible	DEU12-13
Holy-Bible---Lingala---Lingala-Bible	DEU22-23
Holy-Bible---Lingala---Lingala-Bible	DEU28-29
Holy-Bible---Lingala---Lingala-Bible	1SA20-21
Holy-Bible---Lingala---Lingala-Bible	1SA23-24
Holy-Bible---Lingala---Lingala-Bible	2SA18-19
Holy-Bible---Lingala---Lingala-Bible	1KI4-5
Holy-Bible---Lingala---Lingala-Bible	2KI11-12
Holy-Bible---Lingala---Lingala-Bible	1CH5-6
Holy-Bible---Lingala---Lingala-Bible	2CH1-2
Holy-Bible---Lingala---Lingala-Bible	2CH13-14
Holy-Bible---Lingala---Lingala-Bible	NEH3-4
Holy-Bible---Lingala---Lingala-Bible	NEH9-10
Holy-Bible---Lingala---Lingala-Bible	JOB40-41
Holy-Bible---Lingala---Lingala-Bible	ECC4-5
Holy-Bible---Lingala---Lingala-Bible	SOL6-7
Holy-Bible---Lingala---Lingala-Bible	ISA8-9
Holy-Bible---Lingala---Lingala-Bible	ISA63-64
Holy-Bible---Lingala---Lingala-Bible	JER8-9
Holy-Bible---Lingala---Lingala-Bible	EZE20-21
Holy-Bible---Lingala---Lingala-Bible	DAN3-4
Holy-Bible---Lingala---Lingala-Bible	DAN5-6
Holy-Bible---Lingala---Lingala-Bible	HOS1-2
Holy-Bible---Lingala---Lingala-Bible	HOS11-12
Holy-Bible---Lingala---Lingala-Bible	HOS13-14
Holy-Bible---Lingala---Lingala-Bible	JOE3-4
Holy-Bible---Lingala---Lingala-Bible	JON1-2
Holy-Bible---Lingala---Lingala-Bible	MIC4-5
Holy-Bible---Lingala---Lingala-Bible	NAH1-2
Holy-Bible---Lingala---Lingala-Bible	ZEC1-2
Holy-Bible---Lingala---Lingala-Bible	MAL3-4
Holy-Bible---Lithuanian---Believers-Heritage	NONE
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	NONE
Holy-Bible---Lodhi---Lodhi-Bible	NONE
Holy-Bible---Luganda---Luganda-Bible	NONE
Holy-Bible---Lungga---Lungga-Bible	NONE
Holy-Bible---Luyana---Luyana-Bible	NONE
Holy-Bible---Mahasu-Pahari---Baghlayani-Bible	NONE
Holy-Bible---Makhuwa-Meetto---Makua-Bible	NONE
Holy-Bible---Malagasy---Malagasy-Bible	GEN31-32
Holy-Bible---Malagasy---Malagasy-Bible	EXO7-8
Holy-Bible---Malagasy---Malagasy-Bible	EXO21-22
Holy-Bible---Malagasy---Malagasy-Bible	LEV5-6
Holy-Bible---Malagasy---Malagasy-Bible	NUM16-17
Holy-Bible---Malagasy---Malagasy-Bible	NUM29-30
Holy-Bible---Malagasy---Malagasy-Bible	DEU12-13
Holy-Bible---Malagasy---Malagasy-Bible	DEU22-23
Holy-Bible---Malagasy---Malagasy-Bible	DEU28-29
Holy-Bible---Malagasy---Malagasy-Bible	1SA20-21
Holy-Bible---Malagasy---Malagasy-Bible	1SA23-24
Holy-Bible---Malagasy---Malagasy-Bible	2SA18-19
Holy-Bible---Malagasy---Malagasy-Bible	1KI4-5
Holy-Bible---Malagasy---Malagasy-Bible	2KI11-12
Holy-Bible---Malagasy---Malagasy-Bible	1CH5-6
Holy-Bible---Malagasy---Malagasy-Bible	2CH1-2
Holy-Bible---Malagasy---Malagasy-Bible	2CH13-14
Holy-Bible---Malagasy---Malagasy-Bible	NEH3-4
Holy-Bible---Malagasy---Malagasy-Bible	NEH9-10
Holy-Bible---Malagasy---Malagasy-Bible	JOB40-41
Holy-Bible---Malagasy---Malagasy-Bible	ECC4-5
Holy-Bible---Malagasy---Malagasy-Bible	SOL6-7
Holy-Bible---Malagasy---Malagasy-Bible	ISA8-9
Holy-Bible---Malagasy---Malagasy-Bible	ISA63-64
Holy-Bible---Malagasy---Malagasy-Bible	JER8-9
Holy-Bible---Malagasy---Malagasy-Bible	EZE20-21
Holy-Bible---Malagasy---Malagasy-Bible	DAN3-4
Holy-Bible---Malagasy---Malagasy-Bible	DAN5-6
Holy-Bible---Malagasy---Malagasy-Bible	HOS1-2
Holy-Bible---Malagasy---Malagasy-Bible	HOS11-12
Holy-Bible---Malagasy---Malagasy-Bible	HOS13-14
Holy-Bible---Malagasy---Malagasy-Bible	JON1-2
Holy-Bible---Malagasy---Malagasy-Bible	MIC4-5
Holy-Bible---Malagasy---Malagasy-Bible	NAH1-2
Holy-Bible---Malagasy---Malagasy-Bible	ZEC1-2
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	GEN31-32
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	EXO7-8
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	EXO21-22
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	LEV5-6
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	NUM16-17
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	DEU12-13
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	DEU22-23
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	DEU28-29
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	1SA20-21
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	1SA23-24
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	2SA18-19
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	1KI4-5
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	2KI11-12
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	1CH5-6
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	2CH1-2
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	2CH13-14
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	NEH3-4
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	NEH9-10
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	JOB40-41
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	ECC4-5
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	SOL6-7
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	ISA8-9
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	ISA63-64
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	JER8-9
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	EZE20-21
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	DAN3-4
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	DAN5-6
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	HOS1-2
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	HOS11-12
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	HOS13-14
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	JOE3-4
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	JON1-2
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	MIC4-5
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	NAH1-2
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	ZEC1-2
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	MAL3-4
Holy-Bible---Malayalam---1910-Contemporary	DEU12-13
Holy-Bible---Malayalam---1910-Contemporary	DEU28-29
Holy-Bible---Malayalam---1910-Contemporary	SOL6-7
Holy-Bible---Malayalam---Contemporary	NONE
Holy-Bible---Malayalam---Malayalam-Bible	NONE
Holy-Bible---Malayalam---Malayalam-Bible-1910	NONE
Holy-Bible---Male---Maale-Bible	NONE
Holy-Bible---Manipuri---Meitei-Bible	NONE
Holy-Bible---Maori---Maori-Bible	NONE
Holy-Bible---Marathi---Marathi-Bible	NONE
Holy-Bible---Marathi---Marathi-Indian-Bible	NONE
Holy-Bible---Marghi-South---Marghi-South-Bible	NONE
Holy-Bible---Matengo---Amatengu-Bible	NONE
Holy-Bible---Matumbi---Matumbi-Bible	NONE
Holy-Bible---Mbe---Mbe-Bible	NONE
Holy-Bible---Mbula-Bwazza---Mbula-Bwazza-Bible	NONE
Holy-Bible---Melo---Melo-Bible	NONE
Holy-Bible---Mori-Atas---Mori-Atas-Bible	NONE
Holy-Bible---Mpoto---Mpoto-Bible	NONE
Holy-Bible---Mum---Mum-Bible	NONE
Holy-Bible---Munda---Munda-Bible	NONE
Holy-Bible---Mwaghavul---Mwaghavul-Bible	NONE
Holy-Bible---Mwera---Mwera-Bible	NONE
Holy-Bible---Myanmar---Burmese-Common-Bible	SOL1-8
Holy-Bible---Myanmar---Burmese-Judson	REV12-18
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	NONE
Holy-Bible---Naga-Pidgin---Nagamese-Bible	NONE
Holy-Bible---Naga-Tutsa---Tutsa-Naga-Bible	NONE
Holy-Bible---Ncane---Ncane-Bible	NONE
Holy-Bible---Ndebele---Accessible-Bible	NONE
Holy-Bible---Ndebele---Ndebele-Bible	NONE
Holy-Bible---Ndendeule---Ndendeule-Bible	NONE
Holy-Bible---Ndengereko---Ndengereko-Bible	NONE
Holy-Bible---Ndonde-Hamba---Ndonde-Hamba-Bible	NONE
Holy-Bible---Ndwewe---Ndwewe-Bible	NONE
Holy-Bible---Nend---Mark	NONE
Holy-Bible---Nepali---Nepali-Bible	NONE
Holy-Bible---Nepali---Nepali-Contemporary	NONE
Holy-Bible---Ngoni---Ngoni-Bible	NONE
Holy-Bible---Nkangala---Nkangala-Bible	NONE
Holy-Bible---Norwegian---Living-Bible	NONE
Holy-Bible---Norwegian---Norwegian-Bible	GEN42-43
Holy-Bible---Norwegian---Norwegian-Bible	DAN5-6
Holy-Bible---Norwegian---Norwegian-Bible	HOS11-12
Holy-Bible---Norwegian---Norwegian-Bible	LEV5-6
Holy-Bible---Norwegian---Norwegian-Bible	MIC4-5
Holy-Bible---Norwegian---Norwegian-Bible	NAH1-2
Holy-Bible---Norwegian---Norwegian-Bible	ZEC1-2
Holy-Bible---Norwegian---Norwegian-Bible	PRO5
Holy-Bible---Norwegian---Norwegian-Bible	JOB38-39-40-41
Holy-Bible---Norwegian---Norwegian-Student-Bible	GEN42-43
Holy-Bible---Norwegian---Norwegian-Student-Bible	LEV5-6
Holy-Bible---Norwegian---Norwegian-Student-Bible	NUM29-30
Holy-Bible---Norwegian---Norwegian-Student-Bible	1SA23-24
Holy-Bible---Norwegian---Norwegian-Student-Bible	JOB38-39-40-41
Holy-Bible---Norwegian---Norwegian-Student-Bible	ECC4-5
Holy-Bible---Norwegian---Norwegian-Student-Bible	DAN5-6
Holy-Bible---Norwegian---Norwegian-Student-Bible	HOS11-12
Holy-Bible---Norwegian---Norwegian-Student-Bible	HOS13-14
Holy-Bible---Norwegian---Norwegian-Student-Bible	JON1-2
Holy-Bible---Norwegian---Norwegian-Student-Bible	MIC4-5
Holy-Bible---Norwegian---Norwegian-Student-Bible	NAH1-2
Holy-Bible---Norwegian---Norwegian-Student-Bible	ZEC1-2
Holy-Bible---Oriya---Oriya-Bible	NONE
Holy-Bible---Oromo---New-World	NONE
Holy-Bible---Oromo---West-Central-Oromo-Bible	NONE
Holy-Bible---Oyda---Oyda-Bible-Latin	NONE
Holy-Bible---Oyda---Oyde-Bible-Ethiopic	NONE
Holy-Bible---Padoe---Padoe-Bible	NONE
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible	NONE
Holy-Bible---Panjabi---Punjabi-Bible	NONE
Holy-Bible---Pengo---Pengo-Bible	NONE
Holy-Bible---Persian---Old-Persion-Version-Bible	GEN21
Holy-Bible---Persian---Old-Persion-Version-Bible	PSA94
Holy-Bible---Persian---Old-Persion-Version-Bible	EZE6
Holy-Bible---Persian---Old-Persion-Version-Bible	DAN5-6
Holy-Bible---Persian---Old-Persion-Version-Bible	MAT2
Holy-Bible---Persian---Old-Persion-Version-Bible	JOH5
Holy-Bible---Persian---Old-Persion-Version-Bible	ROM16
Holy-Bible---Persian---Old-Persion-Version-Bible	1JO3
Holy-Bible---Persian---Open-Contemporary	NONE
Holy-Bible---Pogolo---Pogoro-Bible	NONE
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-New-Alphabet	NONE
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-Old-Alphabet	NONE
Holy-Bible---Polci---Polci-Bible	NONE
Holy-Bible---Polish---Open-Access-Word-of-Life	NONE
Holy-Bible---Polish---Polish-Gdansk	NUM12-13
Holy-Bible---Polish---Polish-Gdansk	NUM29-30
Holy-Bible---Polish---Polish-Gdansk	1SA23-24
Holy-Bible---Polish---Polish-Gdansk	1CH7
Holy-Bible---Polish---Polish-Gdansk	JOB36-37
Holy-Bible---Polish---Polish-Gdansk	JOB38-39-40-41
Holy-Bible---Polish---Polish-Gdansk	ECC4-5
Holy-Bible---Polish---Polish-Gdansk	SOL5-6
Holy-Bible---Polish---Polish-Gdansk	JON1-2
Holy-Bible---Polish---Polish-Gdansk	HAG1-2
Holy-Bible---Polish---Polish-Updated-Gdansk	NONE
Holy-Bible---Portuguese---Almeida-Bible-1911	NONE
Holy-Bible---Portuguese---Almeida-NewOrthography	NONE
Holy-Bible---Portuguese---Biblia-Livre	NONE
Holy-Bible---Portuguese---Free-for-All	NONE
Holy-Bible---Portuguese---New-Open-Access	NONE
Holy-Bible---Portuguese---Open-New-Bible	NONE
Holy-Bible---Portuguese---Portuguese-Trans-Trans	NONE
Holy-Bible---Portuguese---World-Portuguese-Bible	ROM14-16
Holy-Bible---Potawatomi---Potawatomi-Bible	NONE
Holy-Bible---Powari---Powari-Bible	NONE
Holy-Bible---Rakhine---Rakhine-Bible	NONE
Holy-Bible---Rangi---Rangi-Bible	NONE
Holy-Bible---Reli---Reli-Bible	NONE
Holy-Bible---Rohingya---Kitabul-Mukaddos-Bible	NONE
Holy-Bible---Rohingya---Rohingya-Bible	NONE
Holy-Bible---Romanian---Bayash-Luke	NONE
Holy-Bible---Romanian---BTF-Bible	NONE
Holy-Bible---Romanian---Cyrillic	NONE
Holy-Bible---Romanian---Free-Bible	ROM14-16
Holy-Bible---Romanian---Ludari-Luke	NONE
Holy-Bible---Romani---Balkans-Arli-Bible	NONE
Holy-Bible---Romani---Eastern-Vlakh	JON1-2
Holy-Bible---Romani-Vlax---Arli-Luke	NONE
Holy-Bible---Romani-Vlax---Chergash-Luke	NONE
Holy-Bible---Romani-Vlax---Gurbet-Luke	NONE
Holy-Bible---Romani-Vlax---Lovaric-Bible	JON1-2
Holy-Bible---Romani-Vlax---Servi-Bible	JON1-2
Holy-Bible---Rote-Dela---Rote-Dela-Bible	NONE
Holy-Bible---Russian---Russian-Synodal-Translation	JOS5-6
Holy-Bible---Russian---Russian-Synodal-Translation	DAN3-4
Holy-Bible---Russian---Russian-Synodal-Translation	NUM12-13
Holy-Bible---Russian---Russian-Synodal-Translation	JOB39-40-41-42A
Holy-Bible---Russian---Russian-Synodal-Translation	PRO5
Holy-Bible---Russian---Russian-Synodal-Translation	PSA150
Holy-Bible---Russian---Russian-Synodal-Translation	ROM14-16
Holy-Bible---Russian---Russian-Synodal-Translation	SOL1
Holy-Bible---Russian---Russian-Synodal-Translation	SOL6-7
Holy-Bible---Saafi-Saafi---Saafi-Saafi-Bible	GEN31-32
Holy-Bible---Saafi-Saafi---Saafi-Saafi-Bible	EXO7-8
Holy-Bible---Saafi-Saafi---Saafi-Saafi-Bible	EXO21-22
Holy-Bible---Saafi-Saafi---Saafi-Saafi-Bible	JON1-2
Holy-Bible---Safwa---Safwa-Bible	NONE
Holy-Bible---Sakachep---Sakachep-Bible	NONE
Holy-Bible---Sanga---Sanga-Bible	NONE
Holy-Bible---Sankaran-Maninka---Alla-la-Kitabu-Seniman	GEN31-32
Holy-Bible---Sankaran-Maninka---Alla-la-Kitabu-Seniman	EXO7-8
Holy-Bible---Sankaran-Maninka---Alla-la-Kitabu-Seniman	EXO21-22
Holy-Bible---Sankaran-Maninka---Alla-la-Kitabu-Seniman	JON1-2
Holy-Bible---Sanskrit---Assamese-Script	NONE
Holy-Bible---Sanskrit---Bengali-Script	NONE
Holy-Bible---Sanskrit---Burmese-Script	NONE
Holy-Bible---Sanskrit---Cologne-Script	NONE
Holy-Bible---Sanskrit---Devanagari-Script	NONE
Holy-Bible---Sanskrit---Gujarati-Script	NONE
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	NONE
Holy-Bible---Sanskrit---IAST-Script	NONE
Holy-Bible---Sanskrit---ISO-Script	NONE
Holy-Bible---Sanskrit---ITRANS-Script	NONE
Holy-Bible---Sanskrit---Kannada-Script	NONE
Holy-Bible---Sanskrit---Khmer-Script	NONE
Holy-Bible---Sanskrit---Malayalam-Script	NONE
Holy-Bible---Sanskrit---Oriya-Script	NONE
Holy-Bible---Sanskrit---Punjabi-Script	NONE
Holy-Bible---Sanskrit---Sinhala-Script	NONE
Holy-Bible---Sanskrit---Tamil-Script	NONE
Holy-Bible---Sanskrit---Telugu-Script	NONE
Holy-Bible---Sanskrit---Thai-Script	NONE
Holy-Bible---Sanskrit---Tibetan-Script	NONE
Holy-Bible---Sanskrit---Urdu-Script	NONE
Holy-Bible---Sanskrit---Velthuis-Script	NONE
Holy-Bible---Sari---Sari-Bible	NONE
Holy-Bible---Satawalese---Satawalese-Bible	NONE
Holy-Bible---Scots-Gaelic---Scots-Gaelic-Gospel-Mark	NONE
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	NUM12-13
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	NUM29-30
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	1SA23-24
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	JOB38-39-40-41
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	SOL5-6
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	EZE20-21
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	HOS11-12
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script	JON1-2
Holy-Bible---Serbian---Serbian-Ekavski-Bible	NUM12-13
Holy-Bible---Serbian---Serbian-Ekavski-Bible	NUM29-30
Holy-Bible---Serbian---Serbian-Ekavski-Bible	1SA23-24
Holy-Bible---Serbian---Serbian-Ekavski-Bible	JOB38-39-40-41
Holy-Bible---Serbian---Serbian-Ekavski-Bible	SOL5-6
Holy-Bible---Serbian---Serbian-Ekavski-Bible	EZE20-21
Holy-Bible---Serbian---Serbian-Ekavski-Bible	HOS11-12
Holy-Bible---Serbian---Serbian-Ekavski-Bible	JON1-2
Holy-Bible---Serbian---Serbian-ONSP-Cyrillic	JOB38-39-40-41
Holy-Bible---Serbian---Serbian-ONSP-Cyrillic	EZE20-21
Holy-Bible---Serbian---Serbian-ONSP-Cyrillic	JON1-2
Holy-Bible---Serbian---Serbian-ONST-Latin	JOB38-39-40-41
Holy-Bible---Serbian---Serbian-ONST-Latin	EZE20-21
Holy-Bible---Serbian---Serbian-ONST-Latin	JON1-2
Holy-Bible---Setswana---Open-Tswana-Living	NONE
Holy-Bible---Sgaw-Karen---Mason-Bible	NONE
Holy-Bible---Shi---Mashi-Bible	GEN31-32
Holy-Bible---Shi---Mashi-Bible	EXO7-8
Holy-Bible---Shi---Mashi-Bible	EXO21-22
Holy-Bible---Shi---Mashi-Bible	LEV5-6
Holy-Bible---Shi---Mashi-Bible	NUM16-17
Holy-Bible---Shi---Mashi-Bible	NUM29-30
Holy-Bible---Shi---Mashi-Bible	DEU12-13
Holy-Bible---Shi---Mashi-Bible	DEU22-23
Holy-Bible---Shi---Mashi-Bible	DEU28-29
Holy-Bible---Shi---Mashi-Bible	1SA20-21
Holy-Bible---Shi---Mashi-Bible	1SA23-24
Holy-Bible---Shi---Mashi-Bible	2SA18-19
Holy-Bible---Shi---Mashi-Bible	1KI4-5
Holy-Bible---Shi---Mashi-Bible	2KI11-12
Holy-Bible---Shi---Mashi-Bible	1CH5-6
Holy-Bible---Shi---Mashi-Bible	2CH1-2
Holy-Bible---Shi---Mashi-Bible	2CH13-14
Holy-Bible---Shi---Mashi-Bible	NEH3-4
Holy-Bible---Shi---Mashi-Bible	NEH9-10
Holy-Bible---Shi---Mashi-Bible	JOB40-41
Holy-Bible---Shi---Mashi-Bible	ECC4-5
Holy-Bible---Shi---Mashi-Bible	SOL6-7
Holy-Bible---Shi---Mashi-Bible	ISA8-9
Holy-Bible---Shi---Mashi-Bible	JER8-9
Holy-Bible---Shi---Mashi-Bible	DAN100
Holy-Bible---Shi---Mashi-Bible	DAN5-6
Holy-Bible---Shi---Mashi-Bible	HOS1-2
Holy-Bible---Shi---Mashi-Bible	HOS11-12
Holy-Bible---Shi---Mashi-Bible	HOS13-14
Holy-Bible---Shi---Mashi-Bible	JON1-2
Holy-Bible---Shi---Mashi-Bible	MIC4-5
Holy-Bible---Shi---Mashi-Bible	NAH1-2
Holy-Bible---Shi---Mashi-Bible	ZEC1-2
Holy-Bible---Sholaga---Sholaga-Bible	NONE
Holy-Bible---Shona---Rakasununguka	NONE
Holy-Bible---Shona---Shona-Bible	NONE
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	PRO5
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	NUM12-13
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	EST9
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	JOS5-6
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	JOB39-40-41-42B
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	PSA150
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	ECC6-7
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	SOL1
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	SOL5-6
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	DAN100
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	HAG1-2
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	ROM14-16
Holy-Bible---Slovak---Slovak-Bible	NONE
Holy-Bible---Slovene---Slovene-Savli-Bible	NONE
Holy-Bible---Slovene---Slovene-Stritarja-NT	NONE
Holy-Bible---Soli---Soli-Bible	NONE
Holy-Bible---Somali---Somali-Bible	NONE
Holy-Bible---Somau-Karia---Somau-Karia-Bible	NONE
Holy-Bible---Spanish---Biblia-Platense-Straubinger	NUM29-30
Holy-Bible---Spanish---Biblia-Platense-Straubinger	1SA23-24
Holy-Bible---Spanish---Biblia-Platense-Straubinger	JOB39-40-41-42
Holy-Bible---Spanish---Biblia-Platense-Straubinger	PSA150
Holy-Bible---Spanish---Biblia-Platense-Straubinger	ECC4-5
Holy-Bible---Spanish---Biblia-Platense-Straubinger	ECC6-7
Holy-Bible---Spanish---Biblia-Platense-Straubinger	SOL1
Holy-Bible---Spanish---Biblia-Platense-Straubinger	SOL5-6
Holy-Bible---Spanish---Biblia-Platense-Straubinger	DAN100
Holy-Bible---Spanish---Biblia-Platense-Straubinger	HOS13-14
Holy-Bible---Spanish---Biblia-Platense-Straubinger	JON1-2
Holy-Bible---Spanish---Biblia-Platense-Straubinger	HAG1-2
Holy-Bible---Spanish---Free-Bible-NT	NONE
Holy-Bible---Spanish---Free-for-the-World	ROM14-16
Holy-Bible---Spanish---Gods-Word-for-You	NONE
Holy-Bible---Spanish---Reina-Valera-1865	NONE
Holy-Bible---Spanish---Reina-Valera-1909	NUM12-13
Holy-Bible---Spanish---Reina-Valera-1909	NUM29-30
Holy-Bible---Spanish---Reina-Valera-1909	1SA23-24
Holy-Bible---Spanish---Reina-Valera-1909	JOB38-39-40
Holy-Bible---Spanish---Reina-Valera-1909	HOS11-12
Holy-Bible---Spanish---Reina-Valera-1909	JON1-2
Holy-Bible---Spanish---Reina-Valera-NT-1858	NONE
Holy-Bible---Spanish---Sagradas-Escrituras-1569	NONE
Holy-Bible---Spanish---Sencillo-Bible	NONE
Holy-Bible---Spanish---Spanish-New-Open-Bible	NONE
Holy-Bible---Swahili---Contemporary	NONE
Holy-Bible---Swahili---New-Swahili-Bible	NONE
Holy-Bible---Swahili---Swahili-Bible	NONE
