BIBLE	INDEX	BOOK	CHAPTER	VERSE	WORD	STRONGS	UNTRANS	TEXT
Holy-Bible---French---French-LXX	010	2SA	011	022	SWAP			Le messager de Joab se rendit à Jérusalem, et, selon l'ordre de Joab, il fit au roi le rapport de tout ce qui était arrivé à la guerre.
Holy-Bible---French---French-LXX	011	1KI	002	035	SWAP			Le roi, à sa place, donna le commandement de l'armée à Banaïas, et la royauté fut affermie dans Jérusalem. Sadoc fut premier prêtre à la place d'Abiathar.
Holy-Bible---French---French-LXX	011	1KI	002	046	SWAP			Et le roi donna ses ordres à Banaïas, fils de Joïada, qui sortit avec Sémeï et le tua. Le roi Salomon était doué d'une grande intelligence et d'une grande sagesse.
Holy-Bible---French---French-LXX	011	1KI	004	034	SWAP			Et tous les peuples venaient pour entendre la sagesse de Salomon; et combien y eut-il de rois de la terre qui vinrent entendre la sagesse de Salomon!
Holy-Bible---French---French-LXX	011	1KI	006	001	SWAP			Ce fut en l'an quatre cent quarante de la sortie d'Égypte, pendant le second mois de la quatrième année du règne de Salomon, Que le roi donna l'ordre de prendre des pierres, grandes et chères, pour les fondations du temple, et des pierres parfaitement taillées.
Holy-Bible---French---French-LXX	011	1KI	008	053	SWAP			Car c'est vous qui les avez mis à part, entre tous les autres peuples, pour être votre héritage, comme vous l'aviez promis à Moïse, lorsque vous avez ramené nos pères de la terre d'Égypte, Seigneur, ô Seigneur.
Holy-Bible---French---French-LXX	011	1KI	011	043	SWAP			Et il s'endormit avec ses pères, et on l'ensevelit en la ville de David, et Roboam, son fils, régnait à sa place.
Holy-Bible---French---French-LXX	011	1KI	012	024	SWAP			Voici ce que dit le Seigneur: Ne partez pas, ne combattez point vos frères, les fils d'Israël; retournez chacun en votre demeure, car cette chose est de moi. Ils obéirent à la parole du Seigneur, et, selon son ordre, ils renoncèrent à marcher.
Holy-Bible---French---French-LXX	011	1KI	016	028	SWAP			Et Ambri s'endormit avec ses pères; il fut inhumé à Samarie, et; son fils Achab régna à sa place.
Holy-Bible---French---French-LXX	012	2KI	001	018	SWAP			Quant au reste de l'histoire d'Ochozias, n'est-il pas écrit au livre des faits et gestes des rois d'Israël?
Holy-Bible---French---French-LXX	014	2CH	035	019	SWAP			Ce fut en la dix-huitième année du règne de Josias, que cette pâque fut célébrée.  Or, après tout ce que le roi Josias avait fait dans le temple…
Holy-Bible---French---French-LXX	014	2CH	036	005	SWAP			Joacim avait vingt-cinq ans lorsqu'il monta sur le trône, et il régna onze ans à Jérusalem;
Holy-Bible---French---French-LXX	017	EST	001	001	SWAP			Il advint durant les jours d'Artaxerxès, qui régnait depuis l'Inde sur cent vingt-sept contrées:
Holy-Bible---French---French-LXX	017	EST	003	013	SWAP			Et des courriers portèrent dans tout le royaume le commandement de détruire en un seul jour, le premier du douzième mois, qui est adar, toute la race des Juifs, et de piller leurs biens.
Holy-Bible---French---French-LXX	017	EST	004	008	SWAP			Il lui remit aussi le texte de l’ordre écrit qui avait été promulgué à Suse de les exterminer, pour le montrer à Esther et la mettre au courant, et pour lui recommander de se rendre chez le roi, afin de lui présenter une supplique et de le solliciter en faveur de son peuple.
Holy-Bible---French---French-LXX	017	EST	004	017	SWAP			Et Mardochée, s'étant éloigné, fit ce que lui avait prescrit Esther;
Holy-Bible---French---French-LXX	017	EST	005	001	SWAP			Le troisième jour, Esther se revêtit de ses atours de reine et se présenta dans la cour intérieure du palais du roi, en face du palais du roi. Celui-ci était assis sur son trône royal, dans le palais de la royauté, vis-à-vis de l’entrée du palais.
Holy-Bible---French---French-LXX	017	EST	005	002	SWAP			Lorsque le roi aperçut Esther debout dans la cour, elle éveilla sa sympathie, et le roi tendit à Esther le sceptre d’or qu’il tenait en main. Esther s’avança et toucha l’extrémité du sceptre.
Holy-Bible---French---French-LXX	017	EST	008	012	SWAP			Dans le royaume d'Artaxerxès, le treizième jour du douzième mois qui est adar.
Holy-Bible---French---French-LXX	017	EST	010	003	SWAP			Et Mardochée fut le lieutenant du roi Artaxerxès, et il fut grand dans le royaume, et il fut glorifié par les Juifs; et, aimé de tous, il exposa la suite de l'événement à tout son peuple.
Holy-Bible---French---French-LXX	018	JOB	042	017	SWAP			et Job mourut très avancé en âge et plein de jours.
Holy-Bible---French---French-LXX	020	PRO	004	027	SWAP			N'incline ni à droite ni à gauche, et retire tes pieds de la voie mauvaise.
Holy-Bible---French---French-LXX	020	PRO	024	022	SWAP			Car ils punissent inopinément les impies; et qui peut prévoir quelle sera leur vengeance?
Holy-Bible---French---French-LXX	061	2PE	002	017	NOTE			questioned
Holy-Bible---French---French-LXX								NULL
Holy-Bible---French---French-LXX-TheoTex	006	JOS	009	002	SWAP			Ils se réunirent à la fois pour combattre Josué et Israël.
Holy-Bible---French---French-LXX-TheoTex	006	JOS	021	042	SWAP			Et leurs banlieues ; ils eurent chaque ville avec sa banlieue, et toutes ces villes étaient entourées de banlieues.
Holy-Bible---French---French-LXX-TheoTex	010	2SA	011	022	SWAP			Le messager de Joab se rendit à Jérusalem, et, selon l’ordre de Joab, il fit au roi le rapport de tout ce qui était arrivé à la guerre ;
Holy-Bible---French---French-LXX-TheoTex	011	1KI	002	035	SWAP			Le roi, à sa place, donna le commandement de l’armée à Banaïas, et la royauté fut affermie dans Jérusalem. Sadoc fut premier prêtre à la place d’Abiathar.
Holy-Bible---French---French-LXX-TheoTex	011	1KI	002	046	SWAP			Et le roi donna ses ordres à Banaïas, fils de Joïada, qui sortit avec Sémeï et le tua. Le roi Salomon était doué d'une grande intelligence et d'une grande sagesse.
Holy-Bible---French---French-LXX-TheoTex	011	1KI	006	001	SWAP			Ce fut en l’an quatre cent quarante de la sortie d’Égypte, pendant le second mois de la quatrième année du règne de Salomon, Que le roi donna l'ordre de prendre des pierres, grandes et chères, pour les fondations du temple, et des pierres parfaitement taillées.
Holy-Bible---French---French-LXX-TheoTex	011	1KI	008	053	SWAP			Que vos yeux, que vos oreilles, restent ouverts à la prière que vous fait votre serviteur, à la prière que vous fait votre peuple Israël ; écoutez-les en toutes les choses pour lesquelles ils vous invoqueront.
Holy-Bible---French---French-LXX-TheoTex	011	1KI	012	024	SWAP			Voici ce que dit le Seigneur: Ne partez pas, ne combattez point vos frères, les fils d'Israël; retournez chacun en votre demeure, car cette chose est de moi. Ils obéirent à la parole du Seigneur, et, selon son ordre, ils renoncèrent à marcher.
Holy-Bible---French---French-LXX-TheoTex	011	1KI	016	028	SWAP			Et Ambri s’endormit avec ses pères ; il fut inhumé à Samarie, et ; son fils Achab régna à sa place.
Holy-Bible---French---French-LXX-TheoTex	012	2KI	001	018	SWAP			Quant au reste de l’histoire d’Ochozias, n’est-il pas écrit au livre des faits et gestes des rois d’Israël ?
Holy-Bible---French---French-LXX-TheoTex	014	2CH	035	019	SWAP			Ce fut en la dix-huitième année du règne de Josias, que cette pâque fut célébrée. Or, après tout ce que le roi Josias avait fait dans le temple...
Holy-Bible---French---French-LXX-TheoTex	014	2CH	036	005	SWAP			Joacim avait vingt-cinq ans lorsqu'il monta sur le trône, et il régna onze ans à Jérusalem;
Holy-Bible---French---French-LXX-TheoTex	017	EST	001	001	SWAP			Il advint durant les jours d'Artaxerxès, qui régnait depuis l'Inde sur cent vingt-sept contrées:
Holy-Bible---French---French-LXX-TheoTex	017	EST	003	013	SWAP			Et des courriers portèrent dans tout le royaume le commandement de détruire en un seul jour, le premier du douzième mois, qui est adar, toute la race des Juifs, et de piller leurs biens.
Holy-Bible---French---French-LXX-TheoTex	017	EST	004	017	SWAP			Et Mardochée, s'étant éloigné, fit ce que lui avait prescrit Esther;
Holy-Bible---French---French-LXX-TheoTex	017	EST	005	001	SWAP			Le troisième jour, Esther se revêtit de ses atours de reine et se présenta dans la cour intérieure du palais du roi, en face du palais du roi. Celui-ci était assis sur son trône royal, dans le palais de la royauté, vis-à-vis de l’entrée du palais.
Holy-Bible---French---French-LXX-TheoTex	017	EST	005	002	SWAP			Lorsque le roi aperçut Esther debout dans la cour, elle éveilla sa sympathie, et le roi tendit à Esther le sceptre d’or qu’il tenait en main. Esther s’avança et toucha l’extrémité du sceptre.
Holy-Bible---French---French-LXX-TheoTex	017	EST	008	012	SWAP			Dans le royaume d’Artaxerxès, le treizième jour du douzième mois qui est adar.
Holy-Bible---French---French-LXX-TheoTex	017	EST	010	003	SWAP			Et Mardochée fut le lieutenant du roi Artaxerxès, et il fut grand dans le royaume, et il fut glorifié par les Juifs ; et, aimé de tous, il exposa la suite de l’événement à tout son peuple.
Holy-Bible---French---French-LXX-TheoTex	061	2PE	002	017	NOTE			questioned
Holy-Bible---French---French-LXX-TheoTex								NULL
Holy-Bible---French---French-Martin	061	2PE	002	017	NOTE			questioned
Holy-Bible---French---French-Martin								NULL
Holy-Bible---French---French-Oltramare-Bible								NULL
Holy-Bible---French---French-Ostervald-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---French---French-Ostervald-Bible								NULL
Holy-Bible---French---French-Perret-Gentil-Rilliet								NULL
Holy-Bible---French---French-Stapfer-Bible								NULL
Holy-Bible---French---French-Synodale-Bible								NULL
Holy-Bible---French---Geneva-Bible								NULL
Holy-Bible---French---Vulgate-Glaire	042	LUK	016	022	HADES	g86		NULL
Holy-Bible---French---Vulgate-Glaire	042	LUK	016	023	SKIP			NULL
Holy-Bible---French---Vulgate-Glaire								NULL
Holy-Bible---Gamit---Gamit-Bible	066	REV	004	010	SKIP			NULL
Holy-Bible---Gamit---Gamit-Bible	066	REV	020	012	HADES	g86		NULL
Holy-Bible---Gamit---Gamit-Bible	066	REV	020	013	SKIP			NULL
Holy-Bible---Gamit---Gamit-Bible	066	REV	020	015	SKIP			NULL
Holy-Bible---Gamit---Gamit-Bible								NULL
Holy-Bible---Gamo---Gamo-Bible	001	GEN	044	030	SHEOL	h7585		NULL
Holy-Bible---Gamo---Gamo-Bible	001	GEN	044	031	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible	040	MAT	028	018	AIONS	g165		NULL
Holy-Bible---Gamo---Gamo-Bible	040	MAT	028	020	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Gamo---Gamo-Bible	042	LUK	001	055	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible	042	LUK	001	069	AIONS	g165		NULL
Holy-Bible---Gamo---Gamo-Bible	042	LUK	001	070	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible								NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	001	GEN	044	030	SHEOL	h7585		NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	001	GEN	044	031	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	040	MAT	028	018	AIONS	g165		NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	040	MAT	028	020	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	042	LUK	001	055	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	042	LUK	001	069	AIONS	g165		NULL
Holy-Bible---Gamo---Gamo-Bible-Latin	042	LUK	001	070	SKIP			NULL
Holy-Bible---Gamo---Gamo-Bible-Latin								NULL
Holy-Bible---Gamotso---Gamo	061	2PE	002	017	NOTE			questioned
Holy-Bible---Gamotso---Gamo								NULL
Holy-Bible---Gata---Gata-Didayi-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---Gata---Gata-Didayi-Bible								NULL
Holy-Bible---Gayil---Gayl-Bible								NULL
Holy-Bible---Geji---Geji-Bible	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Geji---Geji-Bible	042	LUK	001	055	SKIP			NULL
Holy-Bible---Geji---Geji-Bible								NULL
Holy-Bible---German---German-Albrecht								NULL
Holy-Bible---German---German-Elberfelder-1871	061	2PE	002	017	NOTE			questioned
Holy-Bible---German---German-Elberfelder-1871								NULL
Holy-Bible---German---German-Elberfelder-1905	061	2PE	002	017	NOTE			questioned
Holy-Bible---German---German-Elberfelder-1905								NULL
Holy-Bible---German---German-Katholiche-Riessler								NULL
Holy-Bible---German---German-Kautzsch-Weizsacker	010	2SA	011	022	SWAP			Der Angesandte ging, und als er ankam und David alles, was Joab ihm aufgetragen, nämlich den ganzen Hergang des Kampfes.
Holy-Bible---German---German-Kautzsch-Weizsacker								NULL
Holy-Bible---German---German-Luther-Bible-1545	061	2PE	002	017	NOTE			questioned
Holy-Bible---German---German-Luther-Bible-1545								NULL
Holy-Bible---German---German-Luther-Bible-1912	061	2PE	002	017	NOTE			questioned
Holy-Bible---German---German-Luther-Bible-1912								NULL
Holy-Bible---German---German-Menge								NULL
Holy-Bible---German---German-Reinhardt-Bible	040	MAT	016	028	SWAP			Wahrlich, ich sage euch, es sind etliche der hier Stehenden, welche den Tod nicht schmecken werden, bis daß sie den Menschensohn kommen sehen in seiner Königsherrschaft.
Holy-Bible---German---German-Reinhardt-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---German---German-Reinhardt-Bible								NULL
Holy-Bible---German---German-Schlachter								NULL
Holy-Bible---German---German-Tafel-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---German---German-Tafel-Bible								NULL
Holy-Bible---German---Open-Bible								NULL
Holy-Bible---German---Zurich-Bible								NULL
Holy-Bible---Ghanongga---Kubokota-Adapt-Bible								NULL
Holy-Bible---Gikuyu---Kikuyu	041	MAR	009	043	SKIP			NULL
Holy-Bible---Gikuyu---Kikuyu	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Gikuyu---Kikuyu	061	2PE	002	017	NOTE			questioned
Holy-Bible---Gikuyu---Kikuyu								NULL
Holy-Bible---Glavda---Glavda-Bible								NULL
Holy-Bible---Gofa---Gofa-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---Gofa---Gofa-Bible								NULL
Holy-Bible---Gofa---Gofa-Bible-Ethiopian	001	GEN	044	030	SHEOL	h7585		NULL
Holy-Bible---Gofa---Gofa-Bible-Ethiopian	001	GEN	044	031	SKIP			NULL
Holy-Bible---Gofa---Gofa-Bible-Ethiopian	043	JOH	003	014	AIONIAN	g166		NULL
Holy-Bible---Gofa---Gofa-Bible-Ethiopian	043	JOH	003	015	SKIP			NULL
Holy-Bible---Gofa---Gofa-Bible-Ethiopian								NULL
Holy-Bible---Gofa---Gofa-Bible-Latin	001	GEN	044	030	SHEOL	h7585		NULL
Holy-Bible---Gofa---Gofa-Bible-Latin	001	GEN	044	031	SKIP			NULL
Holy-Bible---Gofa---Gofa-Bible-Latin	043	JOH	003	014	AIONIAN	g166		NULL
Holy-Bible---Gofa---Gofa-Bible-Latin	043	JOH	003	015	SKIP			NULL
Holy-Bible---Gofa---Gofa-Bible-Latin								NULL
Holy-Bible---Gourma---Gourma-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---Gourma---Gourma-Bible								NULL
Holy-Bible---Gourmantche---Gourmantche-Bible	061	2PE	002	017	NOTE			questioned
Holy-Bible---Gourmantche---Gourmantche-Bible								NULL
Holy-Bible---Gowlan---Gowlan-Bible								NULL
Holy-Bible---Gowli---Gawli-Bible	041	MAR	003	028	AIONS,AIONIAN	g165,g166		NULL
Holy-Bible---Gowli---Gawli-Bible	041	MAR	003	029	SKIP			NULL
Holy-Bible---Gowli---Gawli-Bible								NULL
Holy-Bible---Greek---Greek-Antoniades	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Antoniades-Text								NULL
Holy-Bible---Greek---Greek-Byzantine	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Byzantine								NULL
Holy-Bible---Greek---Greek-Byzantine-Majority	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Byzantine-Majority								NULL
Holy-Bible---Greek---Greek-LXX-Septuagint	006	JOS	009	002	SWAP			συνήλθοσαν ἐπὶ τὸ αὐτὸ ἐκπολεμῆσαι Ἰησοῦν καὶ Ισραηλ
Holy-Bible---Greek---Greek-LXX-Septuagint	006	JOS	021	042	SWAP			κύκλῳ τῶν πόλεων τούτων πόλις καὶ τὰ περισπόρια κύκλῳ τῆς πόλεως πάσαις ταῖς πόλεσιν ταύταις
Holy-Bible---Greek---Greek-LXX-Septuagint	006	JOS	024	033	SWAP			καὶ ἐγένετο μετὰ ταῦτα καὶ Ελεαζαρ υἱὸς Ααρων ὁ ἀρχιερεὺς ἐτελεύτησεν καὶ ἐτάφη ἐν Γαβααθ Φινεες τοῦ υἱοῦ αὐτοῦ ἣν ἔδωκεν αὐτῷ ἐν τῷ ὄρει τῷ Εφραιμ
Holy-Bible---Greek---Greek-LXX-Septuagint	011	1KI	002	035	SWAP			καὶ ἔδωκεν ὁ βασιλεὺς τὸν Βαναιου υἱὸν Ιωδαε ἀντ’ αὐτοῦ ἐπὶ τὴν στρατηγίαν καὶ ἡ βασιλεία κατωρθοῦτο ἐν Ιερουσαλημ καὶ τὸν Σαδωκ τὸν ἱερέα ἔδωκεν ὁ βασιλεὺς εἰς ἱερέα πρῶτον ἀντὶ Αβιαθαρ
Holy-Bible---Greek---Greek-LXX-Septuagint	011	1KI	002	046	SWAP			καὶ ἐνετείλατο ὁ βασιλεὺς Σαλωμων τῷ Βαναια υἱῷ Ιωδαε καὶ ἐξῆλθεν καὶ ἀνεῖλεν αὐτόν καὶ ἀπέθανεν καὶ ἦν ὁ βασιλεὺς Σαλωμων φρόνιμος σφόδρα
Holy-Bible---Greek---Greek-LXX-Septuagint	011	1KI	004	034	SWAP			καὶ παρεγίνοντο πάντες οἱ λαοὶ ἀκοῦσαι τῆς σοφίας Σαλωμων καὶ ἐλάμβανεν δῶρα παρὰ πάντων τῶν βασιλέων τῆς γῆς ὅσοι ἤκουον τῆς σοφίας αὐτοῦ
Holy-Bible---Greek---Greek-LXX-Septuagint	011	1KI	010	022	SWAP			ὅτι ναῦς Θαρσις τῷ βασιλεῖ ἐν τῇ θαλάσσῃ μετὰ τῶν νηῶν Χιραμ μία διὰ τριῶν ἐτῶν ἤρχετο τῷ βασιλεῖ ναῦς ἐκ Θαρσις χρυσίου καὶ ἀργυρίου καὶ λίθων τορευτῶν καὶ πελεκητῶν
Holy-Bible---Greek---Greek-LXX-Septuagint	011	1KI	012	024	SWAP			τάδε λέγει κύριος οὐκ ἀναβήσεσθε οὐδὲ πολεμήσετε μετὰ τῶν ἀδελφῶν ὑμῶν υἱῶν Ισραηλ ἀναστρεφέτω ἕκαστος εἰς τὸν οἶκον ἑαυτοῦ ὅτι παρ’ ἐμοῦ γέγονεν τὸ ῥῆμα τοῦτο καὶ ἤκουσαν τοῦ λόγου κυρίου
Holy-Bible---Greek---Greek-LXX-Septuagint	011	1KI	016	028	SWAP			καὶ ἐκοιμήθη Αμβρι μετὰ τῶν πατέρων αὐτοῦ καὶ θάπτεται ἐν Σαμαρείᾳ καὶ βασιλεύει Αχααβ υἱὸς αὐτοῦ ἀντ’ αὐτοῦ
Holy-Bible---Greek---Greek-LXX-Septuagint	012	2KI	001	018	SWAP			καὶ τὰ λοιπὰ τῶν λόγων Οχοζιου ὅσα ἐποίησεν οὐκ ἰδοὺ ταῦτα γεγραμμένα ἐπὶ βιβλίου λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ισραηλ
Holy-Bible---Greek---Greek-LXX-Septuagint	014	2CH	035	019	SWAP			τῷ ὀκτωκαιδεκάτῳ ἔτει τῆς βασιλείας Ιωσια
Holy-Bible---Greek---Greek-LXX-Septuagint	014	2CH	036	004	SWAP			καὶ κατέστησεν Φαραω Νεχαω τὸν Ελιακιμ υἱὸν Ιωσιου βασιλέα Ιουδα ἀντὶ Ιωσιου τοῦ πατρὸς αὐτοῦ καὶ μετέστρεψεν τὸ ὄνομα αὐτοῦ Ιωακιμ καὶ τὸν Ιωαχαζ ἀδελφὸν αὐτοῦ ἔλαβεν Φαραω Νεχαω καὶ εἰσήγαγεν αὐτὸν εἰς Αἴγυπτον
Holy-Bible---Greek---Greek-LXX-Septuagint	014	2CH	036	005	SWAP			ὢν εἴκοσι καὶ πέντε ἐτῶν Ιωακιμ ἐν τῷ βασιλεύειν αὐτὸν καὶ ἕνδεκα ἔτη ἐβασίλευσεν ἐν Ιερουσαλημ ἐποίησεν τὸ πονηρὸν ἐναντίον κυρίου
Holy-Bible---Greek---Greek-LXX-Septuagint	017	EST	001	001	SWAP			ἐν ταῖς ἡμέραις Ἀρταξέρξου οὗτος ὁ Ἀρταξέρξης ἀπὸ τῆς Ἰνδικῆς ἑκατὸν εἴκοσι ἑπτὰ χωρῶν ἐκράτησεν
Holy-Bible---Greek---Greek-LXX-Septuagint	017	EST	003	013	SWAP			καὶ ἀπεστάλη διὰ βιβλιαφόρων εἰς τὴν Ἀρταξέρξου βασιλείαν ἀφανίσαι τὸ γένος τῶν Ιουδαίων ἐν ἡμέρᾳ μιᾷ μηνὸς δωδεκάτου ὅς ἐστιν Αδαρ καὶ διαρπάσαι τὰ ὑπάρχοντα αὐτῶν
Holy-Bible---Greek---Greek-LXX-Septuagint	017	EST	004	017	SWAP			καὶ βαδίσας Μαρδοχαῖος ἐποίησεν ὅσα ἐνετείλατο αὐτῷ Εσθηρ
Holy-Bible---Greek---Greek-LXX-Septuagint	017	EST	005	001	SWAP			καὶ ἐγενήθη ἐν τῇ ἡμέρᾳ τῇ τρίτῃ ὡς ἐπαύσατο προσευχομένη ἐξεδύσατο τὰ ἱμάτια τῆς θεραπείας καὶ περιεβάλετο τὴν δόξαν αὐτῆς καὶ εἰσελθοῦσα πάσας τὰς θύρας κατέστη ἐνώπιον τοῦ βασιλέως καὶ αὐτὸς ἐκάθητο ἐπὶ τοῦ θρόνου τῆς βασιλείας αὐτοῦ
Holy-Bible---Greek---Greek-LXX-Septuagint	017	EST	005	002	SWAP			καὶ ἄρας τὴν χρυσῆν ῥάβδον ἐπέθηκεν ἐπὶ τὸν τράχηλον αὐτῆς καὶ ἠσπάσατο αὐτὴν καὶ εἶπεν λάλησόν μοι
Holy-Bible---Greek---Greek-LXX-Septuagint	017	EST	008	012	SWAP			ἐν ἡμέρᾳ μιᾷ ἐν πάσῃ τῇ βασιλείᾳ Ἀρταξέρξου τῇ τρισκαιδεκάτῃ τοῦ δωδεκάτου μηνός ὅς ἐστιν Αδαρ
Holy-Bible---Greek---Greek-LXX-Septuagint	017	EST	010	003	SWAP			ὁ δὲ Μαρδοχαῖος διεδέχετο τὸν βασιλέα Ἀρταξέρξην καὶ μέγας ἦν ἐν τῇ βασιλείᾳ καὶ δεδοξασμένος ὑπὸ τῶν Ιουδαίων καὶ φιλούμενος διηγεῖτο τὴν ἀγωγὴν παντὶ τῷ ἔθνει αὐτοῦ
Holy-Bible---Greek---Greek-LXX-Septuagint	018	JOB	002	009	SWAP			χρόνου δὲ πολλοῦ προβεβηκότος εἶπεν αὐτῷ ἡ γυνὴ αὐτοῦ μέχρι τίνος καρτερήσεις λέγων
Holy-Bible---Greek---Greek-LXX-Septuagint	018	JOB	042	017	SWAP			καὶ ἐτελεύτησεν Ιωβ πρεσβύτερος καὶ πλήρης ἡμερῶν
Holy-Bible---Greek---Greek-LXX-Septuagint	019	PSA	014	003	SWAP			πάντες ἐξέκλιναν ἅμα ἠχρεώθησαν οὐκ ἔστιν ποιῶν χρηστότητα οὐκ ἔστιν ἕως ἑνός τάφος ἀνεῳγμένος ὁ
Holy-Bible---Greek---Greek-LXX-Septuagint	020	PRO	009	012	SWAP			υἱέ ἐὰν σοφὸς γένῃ σεαυτῷ σοφὸς ἔσῃ καὶ τοῖς πλησίον ἐὰν δὲ κακὸς ἀποβῇς μόνος ἀναντλήσεις κακά
Holy-Bible---Greek---Greek-LXX-Septuagint	020	PRO	009	018	SWAP			ὁ δὲ οὐκ οἶδεν ὅτι γηγενεῖς παρ’ αὐτῇ ὄλλυνται καὶ ἐπὶ πέτευρον ᾅδου συναντᾷ
Holy-Bible---Greek---Greek-LXX-Septuagint	020	PRO	024	022	SWAP			ἐξαίφνης γὰρ τείσονται τοὺς ἀσεβεῖς τὰς δὲ τιμωρίας ἀμφοτέρων τίς γνώσεται
Holy-Bible---Greek---Greek-LXX-Septuagint	027	DAN	001	020	SWAP			καὶ ἐν παντὶ λόγῳ καὶ συνέσει καὶ παιδείᾳ ὅσα ἐζήτησε παρ’ αὐτῶν ὁ βασιλεύς κατέλαβεν αὐτοὺς σοφωτέρους δεκαπλασίως ὑπὲρ τοὺς σοφιστὰς καὶ τοὺς φιλοσόφους τοὺς ἐν πάσῃ τῇ βασιλείᾳ αὐτοῦ καὶ ἐδόξασεν αὐτοὺς ὁ βασιλεὺς
Holy-Bible---Greek---Greek-LXX-Septuagint	027	DAN	004	037	SWAP			τῷ ὑψίστῳ ἀνθομολογοῦμαι καὶ αἰνῶ τῷ κτίσαντι τὸν οὐρανὸν καὶ τὴν γῆν καὶ τὰς θαλάσσας καὶ τοὺς ποταμοὺς καὶ πάντα τὰ ἐν αὐτοῖς ἐξομολογοῦμαι καὶ αἰνῶ ὅτι αὐτός ἐστι θεὸς τῶν θεῶν καὶ κύριος τῶν κυρίων καὶ βασιλεὺς τῶν βασιλέων
Holy-Bible---Greek---Greek-LXX-Septuagint								NULL
Holy-Bible---Greek---Greek-Majority-Text	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Majority-Text								NULL
Holy-Bible---Greek---Greek-Modern-Kathareuousa	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Modern-Kathareuousa								NULL
Holy-Bible---Greek---Greek-Nestle								NULL
Holy-Bible---Greek---Greek-Pickering-Family-35	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Pickering-Family-35-Text								NULL
Holy-Bible---Greek---Greek-SBL	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-SBL								NULL
Holy-Bible---Greek---Greek-Scrivener	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Scrivener								NULL
Holy-Bible---Greek---Greek-Statistical-Restoration								NULL
Holy-Bible---Greek---Greek-STEPBible								NULL
Holy-Bible---Greek---Greek-Stephanus	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Stephanus								NULL
Holy-Bible---Greek---Greek-Textus-Receptus	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Textus-Receptus								NULL
Holy-Bible---Greek---Greek-Textus-Receptus-Boyd	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Textus-Receptus-Boyd								NULL
Holy-Bible---Greek---Greek-Textus-Receptus-Elzevir	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-Textus-Receptus-Elzevir-Text								NULL
Holy-Bible---Greek---Greek-Tischendorf								NULL
Holy-Bible---Greek---Greek-Tregelles-Text								NULL
Holy-Bible---Greek---Greek-TR-Stephanus-Scrivener	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Greek-TR-Stephanus-Scrivener								NULL
Holy-Bible---Greek---Greek-Westcott-Hort								NULL
Holy-Bible---Greek---Text-Critical	061	2PE	002	017	NOTE			questioned
Holy-Bible---Greek---Text-Critical								NULL
Holy-Bible---Guduf-Gava---Guduf-Gava-Bible								NULL
Holy-Bible---Gujarati---Gujarati-Bible	045	ROM	016	026	SKIP			NULL
Holy-Bible---Gujarati---Gujarati-Bible								NULL
Holy-Bible---Gujii---Guji-Oromo-Bible	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Gujii---Guji-Oromo-Bible	042	LUK	001	055	SKIP			NULL
Holy-Bible---Gujii---Guji-Oromo-Bible								NULL
Holy-Bible---Haitian---Haitian-Creole-Bible								NULL
Holy-Bible---Haitian---Haitian-Creole-Smith	061	2PE	002	017	NOTE			questioned
